blurb,name,usd_pledged,url,Weight
"Who Else Wants A TITANIUM Pocket Tool That: Clips, Grips, Wrenches, Opens, Screws And Almost Everything In Between?...",TITANIUM: Incredible 12-Function Ultimate Pocket Tool!,13130.564,,2.08128E-05
The Carlton is our 6th timepiece and features retro styling combined with a modern mecha-quartz chronograph movement,The Carlton by Melbourne Watch Company,96394.016,,0.000152791
A Fidget & Stress-Reliever for your lifes adventure. It delivers a satisfying-bounce and reassuring-thud and its made in the USA!,The Thinket Now,14820,,2.34906E-05
This projects initial funding-goal will improve the components and  overall assembly for the Thinkets hand-made Slider mechanism.,The Thinket Too,60710,,9.62292E-05
"The Thinket is an engaging stress-reliever and boredom-eliminator thats really fun to play with, and its made in the USA!",The Thinket,38552,,6.11073E-05
VSSL (pron. vessel) is a range of multi-functional tools with components that are critical for outdoor survival and zombie protection.,VSSL Outdoor Utility Tools,70293.539,,0.00011142
"Like a giant strainer dropped into the river, + POOL makes it possible for everybody to swim in clean river water right here in NYC.",#NAME?,273114.91,,0.000432904
"A little knife made from materials found in spacecrafts: advanced ceramics, titanium and carbon fiber.","Musvalk. A fierce, yet small and elegant cutting tool.",248439,,0.000393791
"A traditional Japanese tool reimagined in Titanium.This elegant, simple knife is the portable solution to your  everyday cutting needs.","Tidashi, a titanium mini knife",54509,,8.64002E-05
A modern light design inspired by natural growth. Made in California for anybody interested in architecture and  furniture design.,Blom table lamp,8849,,1.40262E-05
"Innovative and compact wallet that gives you easy access to two cards, holds six cards, and keeps you organized with bills and receipts",triHOLD: The No-Compromise Compact Front-Pocket Wallet,62938.871,,9.97621E-05
"The most versatile remote for your camera. From selfies to star trails, Spark adapts to whatever youre shooting.",Spark Camera Remote,305694,,0.000484544
Stills. Timelapse. Video. Complete control of your DSLR or Mirrorless camera from your smartphone. Wirelessly.,"Pulse - Your Camera, Upgraded.",1110820,,0.001760719
Radian is a precision motion timelapse device that is wirelessly programmed from your smartphone.,"Radian 2: Time Lapse, Motion, and Wireless Camera Control",272238,,0.000431514
Ultra-simple and ultra-affordable. Feature rich. Pans AND tilts. The best way to create beautiful time lapses with your camera. Period.,Radian: a motion time-lapse device for everyone.,292848.47,,0.000464183
"NovelTea Tins are Back! ~ Anise in Wonderland, Puer Rabbit and many more -- Punny Tea Caddies For Avid Book Readers",NovelTea Tins: Down the Rabbit Hole,56729,,8.9919E-05
"Pride & Peppermint, Oliver Lemon Twist, Matcha Do About Nothing: Tea Tins with an English Sense of Humour",NovelTea Tins: The British Collection,60081,,9.52322E-05
"Beautifully illustrated tea tins with a novel twist. Don QuixoTea, War and Peach, and Oscar Wildes Picture of Earl Grey",NovelTea Tins,45978,,7.2878E-05
Tongs that lock with the squeeze of a hand + a hyper-efficient whisk that will make you a better cook. Holiday delivery guaranteed!,GIR Tongs + Whisks | Squeeze. Lock. Whisk. Repeat.,213359,,0.000338187
"The ladle and spoonula youve been waiting for. Precision-pouring edge, perfect flexibility. Delivered in time for holiday gift-giving.","GIR Ladle & Spoonula | Flexible, squishable, indestructible",159739,,0.000253196
Bottle stoppers with an airtight silicone seal and a low-profile design that allows them to fit in all sorts of tight spaces.,GIR Bottle Stoppers - low-profile corks that fit anywhere,34919.949,,5.53503E-05
"Voltaire: a portable, high-performance coffee grinder that monitors bean freshness. Ever Cup: a sustainable travel mug for coffee+tea.",Voltaire Smart Grinder + Ever Cup Travel Mug,150241.14,,0.000238142
"Aesthetically gorgeous, totally functional, & downright ingenious, the GIR Silicone Lid Series turns any bowl into a storage container.",GIR Silicone Lid Series,115909,,0.000183723
"The GIR Spatula: new Mini, Skinny, and Pro sizes. Unibody design, super heat proof, and just as awesome as the original.","GIR Spatula - Mini, Skinny, Pro",136284.44,,0.000216019
"The perfect spatula. Unibody silicone construction, heat resistant to 464Â°F, easy to clean, dishwasher safe, and nearly indestructible.",Ultimate Spatula,48724.5,,7.72314E-05
"A functional, beautiful, everything-proof, voice-controlled jacket that learns and automatically heats to your optimal temperature.",Ministry of Supply: The First Intelligent Heated Jacket,642947.13,,0.001019112
Sleep comfortably under blazing sun without sacrificing protection from the cold. SIESTA2 is the most versatile backpacking tent ever.,SIESTA2: Compact Heat & Light Blocking Tent for All Seasons,79256,,0.000125626
Ultra-reflective fly fabric + built-in fans = the best possible sleep when camping. Even in blazing sunshine!,Siesta4: Heat & Light Blocking Tent with Built-in Fans,128512,,0.0002037
"NO MORE COTTON SWABS. This is EEEARS, our first reusable ear cleaner. 100% soft & hypoallergenic medical silicone.Take it everywhere.",Eeears,151298.97,,0.000239818
"The first playing card series that transforms over time, capturing inspiring moments of duality through a luxury collection.",SEASONS Playing Cards - A Changing Series - printed by USPCC,64340,,0.000101983
"ALL THE CABLES YOU NEED ARE HERE. Dont even think about it, just put it in your wallet or your bag. No more charging problem!",KableCARD | Multi-functional Cable Essentials For Your Phone,346615.56,,0.000549407
World 1st âTRUEâ Type-C Travel Adapter.  Multi adapter for Laptop &phone charging at the same time. Ultra slim & compact design EVER!,CARD Adapter - The First Travel Adapter with TYPE C Charger,57642.938,,9.13677E-05
Unlimited power in your pocket. Credit-card sized Plan B. Youll forget you have it until you need it. Never be caught off guard again.,Murphyâs Law Breaker - CARD Storage & Generator,35953.996,,5.69893E-05
PadPivot is ultimate iPad or tablet stand.  It features hands-free positioning on your lap or table and folds to fit in your pocket.,"PadPivot, lap & desk stand for your iPad,Tablet, or E-reader",190352.3,,0.00030172
The highest quality leather and carry goods at the lowest possible price.  All Steerâ¦.No Bull!,Albatross Brand Leather Goods,26860,,4.25748E-05
A beautiful antique-inspired key hook for your belt loop that opens bottles. Made in the USA.,Corter Leather Bottle Hook,58333.02,,9.24615E-05
Increase Access and Decrease Clutter for your wearable tech with a mindlessly simple and versatile clip that attaches to clothing.,The Nunchuk: Evolved Magnetic Tech Strap For Wearables,10501,,1.66447E-05
"Tech Jacket with RFID blocking pocket, shell with carbon fiber properties, detachable hood with discreet storage pouch, and more...",The Shield: Tech Jacket with Super Powers (ID protection),80120,,0.000126995
"A hyper-designed holster bag built for daily convenience and travel. Customized for the essentials, like your specific phone model.",The Rib: A Hyper-Designed Solution to the Man Purse,24120.1,,3.82319E-05
"The worldâs most advanced pop-up tent â solar power, heat regulation, LED lighting, extendable canopies, massive and easy to carry.","Cinch! ultimate pop-up tent. Solar power, LED, heat control",474087.47,,0.000751458
"Advanced tent features in a quick & easy pop-up, with LED lighting & solar power. The Cinch! will never compromise your adventures.",Meet Cinch!â The ultimate pop-up tent with solar power & LED,153913.86,,0.000243963
"Amazingly small yet powerful, Max Pump 2 is a super portable electric air pump that can quickly inflate/deflate any of your inflatables","Max Pump 2, Best outdoor tool.Enjoy your leisure time!",176601,,0.000279924
The Best Outdoor Lantern Ever.,"HELIO: Incredible Brightness, Ultra Lightness.",68033,,0.000107837
"VAPAUS turns its gaze to the 1960s - a time of change, restless experimentation, technological advances, and deeply beautiful watches.",VORCUT â iconic chronograph watches by VAPAUS,32165.287,,5.0984E-05
VAPAUS modernises the elegant 1950s aesthetic with the latest materials and movements to create strikingly beautiful Swiss Made watches,VAPAUS Veli - 1950s inspired luxury hand-wound Swiss watches,142962.13,,0.000226604
"SETA: a universal, timeless and affordable smartphone stand that securely suspends your device and holds your charging cable.","SETA Smartphone Stand for iPhone, Galaxy +",91187,,0.000144537
"Wolffepack Luna uniquely swings your baby bag to the front, without the hassle of unstrapping. Designed by parents, for parents.",Wolffepack Luna: UltraEasy Baby Changing Backpack Diaper Bag,27510.84,,4.36064E-05
Wolffepack Summit is the ultimate backpack for snowsports and active access. Swing your bag round to the front without unstrapping.,Wolffepack Summit: The Ultimate Snowsports & Access Backpack,51710.996,,8.19652E-05
Wolffepack Capture is the ultimate backpack for cameras and all-round access. Swing your gear round to the front without unstrapping.,Wolffepack Capture: The Ultimate Camera & Access Backpack,83104.031,,0.000131725
"A revolutionary backpack that frees your bag to swing to the front but stays strapped to your back for better access,comfort & security","wolffepack: swings to the front, stays strapped to your back",76430.016,,0.000121146
"We set out to create the ultimate back light - focusing on performance, safety and simplicity.",The Blaze Burner - the best back light for bikes.,233201.94,,0.00036964
"BLAZE is a beautifully designed, high-quality bike light that also aims to significantly improve a cyclists visibility and safety!",BLAZE Bike Light,88175.094,,0.000139763
"Raise your screen for better posture. Seamless, Apple-level construction.",Elevation Stand: Best Stand for iMac & Apple Displays,124357.4,,0.000197114
Undockings a breeze and it works with cases. Built at a whole new level of quality with a beautifully minimal design.,Elevation Dock: The Best Dock For iPhone,1464706.9,,0.002321652
"TAPS is a touchscreen sticker with a unique fingerprint for touch ID, that turns your ordinary gloves into touchscreen gloves.",TAPS - Make touchscreen gloves using a Sticker w/ Touch ID.,54833.18,,8.6914E-05
"Formulated using Nanotechnology, this LIQUID SOLUTION will transform ALL gloves into a touchscreen glove. Apply. Dry. Use.",NANOTIPS - Make all gloves touchscreen compatible.,64899.855,,0.00010287
klokers is a premium fashion watch & accessory brand enabling customizable style to match lifes everyday moments.,Watches to Travel through Time,687263.06,,0.001089355
"More than a Minimalist Wallet. The re-designed wallet system constructed from Aluminum, Titanium, and Carbon Fiber",The Ridge Wallet 2.0,126873,,0.000201102
"More than a minimalist wallet. An Aluminum and Titanium, RFID-blocking card holder and money clip solution with expandable track.",The Ridge: Front Pocket Wallet,266622.53,,0.000422613
Sanctuary is a little mossarium that maintains the perfect moss environment. Perfect for small spaces.,SANCTUARY: Bring the outside in.,70385.43,,0.000111565
"William Painterâs The Oasis - Aerospace Grade Titanium Frame, Next-Gen Polarized Lenses, all backed by our Lifetime Guarantee.",The Oasis | Aerospace Grade Titanium Sunglasses,289948,,0.000459586
"William Painters The Empire - Aerospace Grade Titanium frame, Next-Gen polarized lenses, all backed by our Lifetime Guarantee.",The Empire | Aerospace Grade Titanium Sunglasses,491410,,0.000778916
"Lifelong Sunglasses: Titanium, Polarized, A Comfortable Fit, Strong, Lightweight, and Extremely Durable.",THE LEVEL - Aerospace Titanium Sunglasses at an Honest Price,44723,,7.08888E-05
"The Perfect Aviator Sunglasses: Titanium, Polarized, Perfectly Balanced, Strong, Lightweight, and Extremely Durable.",The Hughes - Aerospace Grade Titanium Aviator Sunglasses,214345,,0.00033975
"The Lume uses tech from the swiss watch industry to make durable, comfortable, and perfectly balanced titanium sunglasses that glow.",The Lume - Aerospace Grade Titanium Sunglasses That Glow!,44175,,7.00201E-05
Weve developed high quality bottle opener sunglasses forged from titanium. We need your help to share them with the world!,JackHawk 9000 - Titanium Bottle Opener Sunglasses,26783.381,,4.24533E-05
My last Kickstarter project funded a beautiful machine shop to produce watches.  I am now sharing the results with a free upgrade.,SolidWatch Skeleton,5414,,8.58153E-06
Watches made in California using Swiss movements and solid metal........,Solid Watch,134090,,0.000212541
"The M-Series Earmuffs offer the best hearing protection for industrial, shooting or any other activity where noise is a concern.",ProSounds M-Series Electronic Hearing Protection Earmuffs,237611,,0.000376628
The X-Pro Ear Plug will give you comfortable hearing protection you can turn on and off with the push of a button.,ProSounds X-Pro Hearing Protection,235152.25,,0.000372731
A sophisticated high-capacity wallet for those that need to carry a little more. Carry as much or as little as you need.,Accompliceâ¢: The Ultimate High-Capacity Slim Wallet,164660,,0.000260996
A re-imagined super-thin card-case style wallet crafted for the design conscious minimalist.,Minimalistâ¢ by CAPSULEâ¢: The Definitive Essentials Wallet,116802.06,,0.000185139
"Luggage and backpacks with charging capabilities, unrivaled durability, ergonomic design, and wheels that let you roll over everything.","Revolutionary, Smart, Space Saving Luggage and Backpacks",934795,,0.001481709
"The worlds best carry-on luggage - its patented all-terrain wheels change EVERYTHING! More than a suitcase, its a travel companion!",G-RO: Revolutionary Carry-on Luggage,3307773.5,,0.005243029
"A timeless piece of childhood.   A beautiful horse for kids, adults, aliens, and everyone!",My Wooden Horse,123760,,0.000196167
"CLiP System products integrate usability, practicality, and durability into compact, customizable gearâeasy to carry, built to last.","Lever Gear CLiP System: Compact Storage, Driver & Flashlight",45098.75,,7.14844E-05
"Credit card sized multi-tool. 40 tools in a beautifully crafted, stainless steel EDC wallet card w/removable money clip. TSA compliant.",Lever Gear Toolcard- 40 Tools in 1 Slim Card & Money Clip,65840,,0.000104361
Epic Bloodlines playing cards and mighty Warrior Card Armour. Visit www.KingsandCrooks.com for more.,EMPIRE Bloodlines Playing Cards & Warrior Card Armour,65148.434,,0.000103264
"A mighty, custom-made deck of legendary playing cards. Visit www.KingsandCrooks.com, sign up and join us for much more to come.",EMPIRE Playing Cards - Built to Conquer,46789.598,,7.41645E-05
"An adjustable-stiffness suspension seatpost that smooths out your ride; perfect for gravel, road, commuter, mountain, and e-bikes",ShockStop Seatpost: Add Suspension to Your Bike,430129,,0.000681781
"An adjustable-stiffness suspension stem that smooths out your ride; perfect for performance cyclists, recreational riders and commuters",ShockStop: The Shock-Absorbing Bike Stem,88226,,0.000139844
Quick-Release Aerobars + Dual-Position Seatpost: Switch back and forth on-the-fly between a road position and an aero position.,"Switch Aero System: One Bike, Two Rides",49563,,7.85605E-05
The worldâs most functional Camping Titanium Multi Utensil. Made from aerospace grade titanium weighing just 0.7oz / 20 grams.,THE MUNCHER - Titanium Multi Utensil,268539,,0.000425651
A beautifully crafted cycle multi-tool that gives you the functionality of a workshop chain breaker in a multi tool.,The Breaker Multi Tool,48700,,7.71926E-05
Reimagining the everyday carry -  HANDGREY KIN Titanium Belt Key Hook - Ti6Al4V Keychain / EDC,Handgrey KIN / TITANIUM Key & Belt hook Everyday Carry,56670,,8.98255E-05
My take on the traditional split key ring in Grade 5 ( Ti-6AL-4V) Titanium ...reimagine your EDC everyday carry.,HANDGREY KNOX  Custom EDC Titanium Split Key Ring,110288,,0.000174813
HANDGREYâ¢ SERIES Titanium Keychain Carabiner: Reimagine your everyday-carry.,HANDGREYâ¢ : Quick Release Titanium Keychain Carabiner,126241.09,,0.0002001
Bauhaus Series: Unibody titanium key-carabiner by MÃ¡s Design.  Putting the soul back into traditional carabiner design.,BAUHAUS:  Titanium Keychain / Key Carabiner,214152.02,,0.000339444
"Experience more than just a watch: why do you still read 12-hour time while a day last 24 hours?Time belongs to you, Time is yours.",VASCO WATCH | NEW 24H TIMEPIECES,61492.738,,9.74699E-05
Imagine watches running on a 24h Swiss Quartz movement with a minimalist approach and outstanding quality details and materials...,VASCO â¢ 24h Watch with a Swiss Heart Inside,26271.744,,4.16424E-05
BLEND | DRINK | CHARGE | GO.  MiiXR is a beautifully designed Vortex Mixer that will charge your devices while you workout.,"MiiXR | Can your sports bottle, shaker or blender do this?!",152936.02,,0.000242413
Your sports bottle has evolved! Introducing the worlds smartest (and sexiest) mixing bottle with integrated Vortex Mixing Technologyâ¢,PROMiXX Vortex Mixer. Worlds most advanced drinks bottle!,66862.203,,0.000105981
"Smart interdental cleaning! Thanks to its feeler technology, WINGBRUSH makes cleaning easier and faster.",WINGBRUSHÂ® 2.0 - Easygoing interdental cleaning,115985.78,,0.000183845
"Easygoing interdental cleaning! Thanks to its smart feeler technology, you intuitively find your interdental spaces.",WINGBRUSHÂ® - The revolution of interdental cleaning,352464.25,,0.000558678
Meet the VAVA Dash Cam - the most versatile car dash camera yet. Do and see more on the road.,The VAVA Dash Cam: Capture the Road Ahead,425502.5,,0.000674448
"Amazingly detailed, modern maps transformed into colourful abstract art prints of anywhere in the world. A Projects of Earth Campaign.",Modern Map Art Prints,122050.26,,0.000193457
"The most advanced stretch denim just got even better. Originally made for climbers, these stylish jeans are perfect for any activity!",Boulder Denim 2.0 - Performance jeans revolutionized!,267147,,0.000423445
unique models inspired by historical mechanisms from the Middle Ages to nowadays: assemble with your own hands and bring them to life,UGEARS: mechanical evolution highlights,187730,,0.000297564
Engineered for self-assembly and play. Just build with your own hands and feel like Stradivari or a popular Hurdy-Gurdy star.,UGEARS Hurdy-Gurdy: unique mechanical musical model,288326.5,,0.000457016
Wooden self-propelled 3D models for self-assembly and hobby. Santa has already ordered one:),UGEARS: Christmas mechanical symphony,143797,,0.000227927
UGEARS implemented the idea of ââmodular mechanical models in which everything is real.,UGEARS: Self-propelled mechanical models (#2),39197,,6.21297E-05
"Unique mechanical 3d models for self-assembly without glue, made from natural materials.",UGEARS: Self-propelled mechanical models,406805,,0.000644811
"The Hemingwrite is a distraction free writing tool with modern technology like a mechanical keyboard, e-paper screen and cloud backups.",Hemingwrite - A Distraction Free Digital Typewriter,342471,,0.000542838
A one-cup-at-a-time coffee maker & to-go cup that brews delicious full-bodied coffee and stays hot forever without getting bitter.,Impress Coffee Brewer,131130.5,,0.00020785
A pocket sized black hole that you can carry with you.,Event Horizon Spin Coin,14907,,2.36285E-05
Find your center with Centre Spin  The pocket sized fidget spinner that you didnt know you needed.,Centre Spin - Fidget Spinner,61613,,9.76605E-05
"Whos buying the next round?  Solve that problem with our Tempus Spin Coin.  Available in .999 Silver, Bronze, Copper and Mokume Gane!",Tempus Spin Coin,36264,,5.74807E-05
"Decisions can be tough, why not let fate decide with our Decision Maker coin...or you can just fidget with it.  Let your coin decide.",The Decision Maker,23699,,3.75644E-05
The classic Latin American cup and ball toy reinvented.  Hand crafted from solid brass and walnut.,El Balero - Cup & Ball Toy,6026,,9.55159E-06
Display your spinning top collection and swing away to reveal the perfect spin plate.,The Spin Tray,48760,,7.72877E-05
Manually machined solid Copper spinning top with Sapphire sphere tip.  BONUS Mini top for every Copper Top backer!,The Executive Top w/ Sapphire Tip,20600,,3.26523E-05
Manually machined solid brass & stainless steel spinning tops.  The not so obvious addition to your every day carry.,"EDC Tops | Manually machined in Joshua Tree, Ca",61112,,9.68664E-05
Resurrect a lost species with a wind-up flying passenger pigeon by Haptic Lab.,The Flying Martha Ornithopter,53543,,8.4869E-05
Touch the stars and celebrate your place in the universe with a handmade quilt of the constellations by Haptic Lab.,Constellation Quilt,149301.34,,0.000236652
20-in-1 Titanium Multi-Tool - Stylish and functional tool designed for the utilitarian. Made in USA,MyKee 2.0 - Grade 5 Titanium Multi-Tool Key,54872,,8.69756E-05
RFID blocking functional and versatile wallet thats fully modular! Made In USA,CRATE - Titanium | Carbon Fiber Multi-Mode Wallet,111461,,0.000176673
The most compact 18-in-1 multipurpose tool that can change the way you do things every day! Made In USA,MyKee - Titanium Multi-Tool Key,126825,,0.000201026
"Simple, elegant, and easy-to-use docking station that transforms your MacBook Air into the desktop workstation.",LandingZone - The Docking Station for the MacBook Air,82489,,0.00013075
"Weâre returning to Kickstarter with our flagship boat, the Bay ST, to give back to our community and the environment.",Oru Kayak Is Back For Good,124689,,0.00019764
Were returning to Kickstarter with big adventure in a small box. Store it in a closet. Throw it in your trunk. Check it on a plane.,The Coast: a 16 origami kayak. For adventures near and far.,356507,,0.000565086
"The Oru Kayak folds out of a compact boxâeasily, quickly, and almost magically.",Oru Kayak: the origami folding boat,443806,,0.00070346
"Enjoy your favorite cold drinks with clear ice spheres, spears, crescents, prisms & cubes. Just fill with water, freeze, serve. Cheers!","Phantom Ice Maker | Seven Clear, Slow-Melting Ice Shapes",424615,,0.000673041
The easiest way to make four large crystal-clear slow-melting ice cubes or spheres for cocktails in your home freezer with tap water,The Ice Chest: Makes Crystal Clear Ice Cubes or Spheres,241204.41,,0.000382324
"An easy way to create large crystal clear ice spheres in your home freezer. Perfect for whiskey, scotch, rum and mixed drinks.","The Ice Baller: Makes Clear, Slow-Melting Ice Spheres",173510,,0.000275024
A full sized mechanical grappling hook with an Xtra Small titanium version!,Gravity XL: High Performance Grappling Hook.,64572,,0.000102351
A high function titanium closure and a stylus to make the rip cord bracelet. Aluminum - Titanium,Paralink: Quick Deploy Paracord System,20723,,3.28473E-05
A modern take on ancient tech.,Flickshot: A trigger released slingshot.,11152,,1.76766E-05
"Part mechanical claw, part grappling hook, all in your pocket.",Gravity XS: A high performance keychain.,45474,,7.20791E-05
"Part mechanical claw, part grappling hook. Lets design this together. Delrin - Stainless - Titanium",Gravity Hook: A high performance grappling hook.,150353,,0.000238319
Skills like a Pirate in the palm of your hand. Titanium Sidekick stretch goal!,DIESEL FISH. Ultimate Rope Tie.,24189,,3.83411E-05
Its like a wallet for your stuff.,Neo Web. Coolest magnet ever.,15820,,2.50757E-05
Paracords new best friend.,Piranha - Knotless Gear Tie. Fish Bone 2.0,35153.352,,5.57203E-05
Paracords new best friend.,FISH BONE - Knotless Gear Tie,89525.344,,0.000141903
American made - Multi function pocket friendly Prybar to help you do anything from opening a bottle to tightening a screw!,Fishstick | Prybar and Multitool,10846,,1.71916E-05
"A fidget toy that is a compact reimagining of the original Cognito. Made from high quality materials, with quality finishes in the USA.",Cognito Jr | Fidget Spinner | by LMS Gear,56505,,8.9564E-05
"The Cognito is sleek and ergonomic, made with craftsmanship from high quality materials.",Cognito | by LMS,46549,,7.37831E-05
"The first durable and simple to use pinhole camera that can be passed on for generations, made even better!",ONDU -A Pinhole camera that can be passed on for generations,124182,,0.000196836
The first durable and simple to use pinhole camera that can be passed on for generations!,ONDU Pinhole Cameras,109391,,0.000173392
Parkis is the first in the world truly effortless mechanical bicycle lift. It lifts bike for you!,PARKIS - effortless bike storage solution,22259.828,,3.52832E-05
"The first effortless vertical bike parking system is on the way. It saves space, is easy to use and looks stylish!",PARKIS â space saving bicycle lift,88089.094,,0.000139627
Make your own amazing flipbook animations with Andymations Flipbook Kit!,Andymations Flipbook Kit,75287,,0.000119335
"Minimalist sketchbook / notebook for journalists and creatives. It is a must-have tool for Designers, Journalists, and Artists!",SketchyNotebook Series: Creatives All-In-One Notebook,60079.199,,9.52293E-05
"The Most Versatile Notebook & Sketchbook Ever! No matter youre drawing, writing or sketching. One Book to Rule Them All!",SketchyNotebook,75591,,0.000119816
The Origins return to the 16th century and the source of todays cards to inspire TWO high quality decks,Origins Playing Cards - Printed by the USPCC,57637.758,,9.13595E-05
"Everyday millions of people move from point A to point B, so everyone is a traveller in one way or another.",Scratchy map - color your world with travelling,10870,,1.72296E-05
Men don`t have such great choice in accessory as women.  So I decided to make bracelet which man will definitely want.,Anchor of your style - ONLY MEN bracelet by Verge,63613,,0.000100831
Verge leather goods - designed accessory made with attention to every stitch and passion to leather.,Verge - handcrafted wallet with revolutionary spirit,11817.5,,1.87315E-05
"A meaningful totem with a fountain pen, that invites you to develop personally with expressive writing.",Eureka Pen - Therapeutic writing,7985,,1.26567E-05
"Balancing wooden totem, elegantly crafted to help you de-stress and reconnect with yourself.",Zen Egg â¢ Create Time for Yourself,111144,,0.00017617
The lightest and most compact folding electric bicycle in the world! An ebike that will change the way you ride.,VELLO BIKE+ The First Self-Charging Folding E-Bike,530213.25,,0.000840421
"VELLO bike: a city bike revolution. It is a high performance, hand-made folding bicycle.",VELLO bike - the high performance folding bicycle,30170.9,,4.78228E-05
"Switch cameras in seconds, shoot comfortably all day and keep your lens cap safe with the Sling from Restrap.",Sling: Magnetic camera strap and lens cap holder by Restrap,40933.473,,6.48821E-05
Elasticated webbing and a magnetic buckle make Link the most comfortable and easy belt youâll ever use.,LINK â The Magnetic Belt by Restrap,83236.57,,0.000131935
The Shoot strap: unbeatable strength and flexibility through the power of magnets.,SHOOT the magnetic camera strap by Restrap,21532.582,,3.41305E-05
"Enjoy the rich, smooth sound of a vacuum tube amplifier. Connects via Bluetooth to your iPhone, Android device or direct aux inputs.",A vacuum tube amplifier with built-in Bluetooth by BlueTube,69399,,0.000110002
"A modern LED Clock that is beautiful to own, and beautiful to give. Easily change colors to match your decor.",ClockOS: Billet Aluminum or Steampunk versions,49365.641,,7.82476E-05
Freaker USA is a NC based company that will change the relationship between you and your beveragesâ¦ forever!,Freaker USAâMaking You & Your Beverage Cooler!,62770.43,,9.94951E-05
The Hell With Perfection â Freedom for Photography!,The Diana Instant Square Camera,283981,,0.000450128
The first fully analogue instant camera for Instax square film âÂ now a multi-format master!,The LomoInstant Square Camera,579584,,0.000918677
"One Story, Unlimited Endings: This Expandable Art Lens System is Everything You Need on Any Photography Venture.",The Neptune Convertible Art Lens System,585085.13,,0.000927397
Your everyday instant inspiration: Enter a world of creativity at the touch of a button.,The LomoInstant Automat Camera,919925.81,,0.00145814
Lomography brings back a lost aesthetic: reviving the worldâs first photographic optic lens from 1839 â for modern-day cameras.,The Lomography Daguerreotype Achromat 2.9/64 Art Lens,927576.13,,0.001470266
Swirl to Freedom with the Worldâs First Petzval Bokeh Control Lens.,The Lomography New Petzval 58 Bokeh Control Art Lens,966312.81,,0.001531667
"Extend the Borders of Instant Photography with the Worldâs Most Creative Instant Camera System Packed With Fun Features, By Lomography.",The LomoInstant Camera,1118333.9,,0.001772629
A Legendary 19th Century Lens. Reinvented For Use With All Nikon F & Canon EF Mount Analog & Digital SLR Cameras.,The Lomography Petzval Portrait Lens,1396149.4,,0.002212984
The Smartphone Film Scanner Offers You a New Way to Instantly Scan and Share 35mm Films Using Your Smartphone.,The Lomography Smartphone Film Scanner,268702.78,,0.000425911
Super smooth footage and complete control of your camera with the electronic pan axis lock,The Supraflux Video Camera Stabilizer,96459,,0.000152894
"A video camera stabilizer for iPhones, Smartphones, Point-and-Shoot cameras, and DSLRs.",The Picosteady - Video Camera Stabilizer,27900,,4.42233E-05
"Stainless steel ruler, designed to measure just about anything and easily fit in your pocket.",Rollbe - Super Compact Measuring Tool,106353.98,,0.000168578
Were re-making (and improving) a 1930s measuring cup beloved by bartenders & coveted by cocktail lovers. A Standard Spoon project.,The Napier Jigger: A Vintage Cocktail Measuring Cup,57937.852,,9.18351E-05
Handcrafted bags and accessories as diverse as the men who use them.,"JBIRD COLLECTIVE, Reinventing mens carry goods",109821,,0.000174073
Bite-sized tools to spark creativity and collaboration by IDEO.org.,Design Kit Travel Pack,243469,,0.000385914
The Field Guide to Human-Centered Design is a new book by IDEO.org that will get you solving problems like a designer.,The Field Guide to Human-Centered Design,85232,,0.000135098
"Penxo is a minimalist 2mm lead holder with no springs, buttons, or mechanical parts.",PENXO | The most minimalistic 2mm lead holder pencil,334211,,0.000529745
"The BOLDR Expedition Swiss Automatic field watch, a tough companion to navigate your lifes adventures and explorations.","From where to wear, go afield with BOLDR Expedition Watch",168399.53,,0.000266924
"Journey on with the BOLDR Odyssey, a sturdy 50ATM dive watch with a stylish case, sapphire glass dome lens and Swiss automatic movement",BOLDR Odyssey automatic watch - dive into the next journey,85642.055,,0.000135748
The BOLDR Journey watch was built to accompany you on every step of your journey. So strap one on and begin your adventure.,BOLDR Watches - Every Journey Begins With a Single Tick.,84262.219,,0.000133561
Save space with two compartments to keep your clean and dirty clothes separated. Made with high quality ultra durable ripstop nylon.,Acteon Compression Packing Cubes,744628,,0.001180282
Anti-bacterial gym towel with integrated snap strap. Treated with silver ions to reduce odor and prevent bacteria from growing.,Acteon | Premium Odor Fighting & Ultra Compact Gym Towels,50440,,7.99506E-05
Ultra lightweight full size and super compact towel treated with silver ions to reduce odor and prevent bacteria from growing.,Acteon Compact Antibacterial Microfiber Beach Towels,115797,,0.000183546
See why 15.000 people backed the 1.0 last year! The biggest leap in belt technology ... since .. well .. a rope around your waist.,SMART BELT 2.0 - The Most Crowdfunded Accessory In History!,1432637.1,,0.00227082
"Super Advanced Construction & MOST FUNDED EVER. KevlarÂ® Core, Incredible Comfort with 32 Adjustments + Custom Fit & Veg Tan Leather.",SMART BELT - KevlarÂ® Core Indestructible & Micro Adjustment,1174805.1,,0.00186214
"Launching THE INDESTRUCTIBLE the first ever KevlarÂ® reinvented Leather belt. Elegance for life, under warranty and shipped on time.",KevlarÂ® & Leather - THE INDESTRUCTIBLE - Guaranteed for Life,161444,,0.000255899
"Its not too late, we have selected our star bags and have them on pre-sale discount still. Thank you backers! Funded!",Harmattan Leather Bags Messengers Backpacks & Travel Bags,41974,,6.65314E-05
Patent-pending solution which provides amazing sleep while traveling.  Recreates how you sleep on a bed but in an upright position.,The Ultimate Travel Sleep Solution - Nod Travel Pillow,307274,,0.000487049
